triplet_id,TGT_item,OTH_item,X_item,speaker_TGT,speaker_OTH,speaker_X,language_TGT,language_OTH,language_X,TGT_first,dataset
triplet_FR710,1s_french/20076_sliced_1970.wav,1s_french/16067_sliced_632.wav,1s_french/16452_sliced_1364.wav,F02_N,F02_N,M10_N,FR,FR,FR,False,zerospeech
triplet_FR2182,1s_french/13009_sliced_275.wav,1s_french/19896_sliced_1395.wav,1s_french/16309_sliced_2156.wav,F02_N,F02_N,F01_O,FR,FR,FR,False,zerospeech
GL_TRIP6_0,GLO2.wav,GLO39.wav,GLO103.wav,S03M,S03M,S01F,GL,GL,GL,False,WorldVowels
BR_TRIP18619_1,BR538.wav,BR552.wav,BR230.wav,BR-participant3,BR-participant3,BR-participant4,BR,BR,BR,True,WorldVowels
triplet_FR2005,1s_french/13431_sliced_878.wav,1s_french/14411_sliced_1680.wav,1s_french/1532_sliced_880.wav,F06_N,F06_N,M08_N,FR,FR,FR,True,zerospeech
GR_TRIP64054_1,GR279.wav,GR290.wav,GR179.wav,GR-participant4,GR-participant4,GR-participant2,GR,GR,GR,True,WorldVowels
triplet_EN1872,1s_english/17563_sliced_1238.wav,1s_english/21642_sliced_1822.wav,1s_english/9622_sliced_2481.wav,5802,5802,3851,EN,EN,EN,False,zerospeech
triplet_EN1892,1s_english/22453_sliced_842.wav,1s_english/22563_sliced_1540.wav,1s_english/10342_sliced_841.wav,4926,4926,5189,EN,EN,EN,False,zerospeech
triplet_EN1938,1s_english/10731_sliced_10161.wav,1s_english/5252_sliced_10162.wav,1s_english/24143_sliced_10163.wav,8824,8824,1571,EN,EN,EN,False,zerospeech
triplet_EN1855,1s_english/11311_sliced_2370.wav,1s_english/18853_sliced_4068.wav,1s_english/3265_sliced_2371.wav,188,188,4926,EN,EN,EN,True,zerospeech
GL_TRIP863_1,GLO58.wav,GLO63.wav,GLO53.wav,S05M,S05M,S07F,GL,GL,GL,True,WorldVowels
triplet_EN601,1s_english/22268_sliced_28.wav,1s_english/7137_sliced_1843.wav,1s_english/7180_sliced_26.wav,3347,3347,8824,EN,EN,EN,True,zerospeech
triplet_EN1915,1s_english/22327_sliced_4055.wav,1s_english/9328_sliced_4262.wav,1s_english/829_sliced_5071.wav,511,511,6895,EN,EN,EN,True,zerospeech
triplet_EN2186,1s_english/25518_sliced_2520.wav,1s_english/8243_sliced_1307.wav,1s_english/19566_sliced_1187.wav,5802,5802,6509,EN,EN,EN,False,zerospeech
EN_TRIP7539_0,EN2220.wav,EN1927.wav,EN1602.wav,EN-participant7,EN-participant7,EN-participant1,EN,EN,EN,False,WorldVowels
triplet_EN912,1s_english/5129_sliced_3788.wav,1s_english/17879_sliced_3787.wav,1s_english/23410_sliced_2648.wav,3851,3851,8193,EN,EN,EN,False,zerospeech
triplet_EN1498,1s_english/7216_sliced_2679.wav,1s_english/12395_sliced_2661.wav,1s_english/14848_sliced_2678.wav,8193,8193,2294,EN,EN,EN,False,zerospeech
triplet_EN42,1s_english/26086_sliced_125.wav,1s_english/7295_sliced_23.wav,1s_english/12983_sliced_126.wav,5189,5189,2294,EN,EN,EN,False,zerospeech
triplet_EN1669,1s_english/16134_sliced_5776.wav,1s_english/17475_sliced_3772.wav,1s_english/512_sliced_4400.wav,188,188,3851,EN,EN,EN,True,zerospeech
ES_TRIP13056_0,ES306.wav,ES292.wav,ES102.wav,ES-participant5,ES-participant5,ES-participant4,ES,ES,ES,False,WorldVowels
ES_TRIP12010_1,ES291.wav,ES319.wav,ES171.wav,ES-participant5,ES-participant5,ES-participant3,ES,ES,ES,True,WorldVowels
triplet_FR817,1s_french/5197_sliced_911.wav,1s_french/15938_sliced_912.wav,1s_french/19967_sliced_896.wav,M08_N,M08_N,F02_N,FR,FR,FR,True,zerospeech
triplet_EN1137,1s_english/696_sliced_4168.wav,1s_english/3639_sliced_4169.wav,1s_english/18771_sliced_4170.wav,8193,8193,5189,EN,EN,EN,True,zerospeech
GL_TRIP1734_1,GLO148.wav,GLO98.wav,GLO18.wav,S02M,S02M,S03M,GL,GL,GL,True,WorldVowels
triplet_62,maureen_eng_50.wav,veronique_fr_52.wav,jeremy_eng_50.wav,jeremy,veronique,jeremy,EN,FR,EN,True,cogsci-2019
BR_TRIP16672_1,BR569.wav,BR477.wav,BR668.wav,BR-participant3,BR-participant3,BR-participant1,BR,BR,BR,True,WorldVowels
triplet_EN995,1s_english/11868_sliced_3298.wav,1s_english/25232_sliced_3819.wav,1s_english/10749_sliced_3300.wav,5802,5802,6509,EN,EN,EN,True,zerospeech
GL_TRIP226_0,GLO55.wav,GLO64.wav,GLO76.wav,S03M,S03M,S01F,GL,GL,GL,False,WorldVowels
triplet_FR641,1s_french/11428_sliced_195.wav,1s_french/17983_sliced_39.wav,1s_french/17519_sliced_196.wav,M08_N,M08_N,M10_N,FR,FR,FR,True,zerospeech
triplet_00000076213,TRAIN/DR7/MAFM0/SX309_sliced_146.wav,TRAIN/DR7/MAFM0/SX219_sliced_314.wav,TEST/DR7/FTLH0/SX289_sliced_482.wav,MAFM0,MAFM0,FTLH0,EN_DR7,EN_DR7,EN_DR7,True,pilot-july-2018
triplet_EN140,1s_english/24785_sliced_3486.wav,1s_english/22876_sliced_3045.wav,1s_english/316_sliced_3484.wav,8193,8193,188,EN,EN,EN,False,zerospeech
FR_TRIP8392_1,FR1084.wav,FR1021.wav,FR3845.wav,FR-participant2,FR-participant2,FR-participant5,FR,FR,FR,True,WorldVowels
ES_TRIP28763_0,ES191.wav,ES168.wav,ES62.wav,ES-participant3,ES-participant3,ES-participant2,ES,ES,ES,False,WorldVowels
BR_TRIP6046_1,BR19.wav,BR192.wav,BR697.wav,BR-participant2,BR-participant2,BR-participant1,BR,BR,BR,True,WorldVowels
triplet_FR2544,1s_french/1243_sliced_7177.wav,1s_french/7880_sliced_7178.wav,1s_french/5433_sliced_7179.wav,F01_N,F01_N,M10_N,FR,FR,FR,False,zerospeech
FR_TRIP12607_0,FR2004.wav,FR2192.wav,FR369.wav,FR-participant3,FR-participant3,FR-participant6,FR,FR,FR,False,WorldVowels
triplet_FR2146,1s_french/19978_sliced_2733.wav,1s_french/16721_sliced_2734.wav,1s_french/5573_sliced_2735.wav,F01_N,F01_N,F01_O,FR,FR,FR,False,zerospeech
triplet_FR2048,1s_french/1265_sliced_1693.wav,1s_french/20603_sliced_1694.wav,1s_french/13086_sliced_1695.wav,F06_O,F06_O,M04_O,FR,FR,FR,False,zerospeech
BR_TRIP65982_1,BR845.wav,BR764.wav,BR876.wav,BR-participant1,BR-participant1,BR-participant5,BR,BR,BR,True,WorldVowels
GR_TRIP65353_1,GR282.wav,GR332.wav,GR469.wav,GR-participant4,GR-participant4,GR-participant3,GR,GR,GR,True,WorldVowels
triplet_EN1161,1s_english/14462_sliced_3283.wav,1s_english/6084_sliced_3013.wav,1s_english/24447_sliced_3281.wav,188,188,3347,EN,EN,EN,True,zerospeech
triplet_FR1874,1s_french/6200_sliced_596.wav,1s_french/10851_sliced_1628.wav,1s_french/17478_sliced_598.wav,F01_O,F01_O,F03_O,FR,FR,FR,False,zerospeech
ES_TRIP5280_0,ES25.wav,ES24.wav,ES214.wav,ES-participant2,ES-participant2,ES-participant1,ES,ES,ES,False,WorldVowels
triplet_FR99,1s_french/6306_sliced_16.wav,1s_french/5230_sliced_211.wav,1s_french/17478_sliced_18.wav,F01_O,F01_O,F03_O,FR,FR,FR,True,zerospeech
triplet_EN1437,1s_english/24552_sliced_4516.wav,1s_english/19013_sliced_1837.wav,1s_english/2226_sliced_4719.wav,3347,3347,4926,EN,EN,EN,True,zerospeech
triplet_EN1532,1s_english/9339_sliced_5295.wav,1s_english/13191_sliced_2768.wav,1s_english/12875_sliced_3981.wav,5189,5189,6509,EN,EN,EN,False,zerospeech
triplet_48,maureen_eng_54.wav,veronique_fr_145.wav,ewan_eng_61.wav,ewan,veronique,ewan,EN,FR,EN,True,cogsci-2019
GR_TRIP79555_1,GR713.wav,GR706.wav,GR428.wav,GR-participant5,GR-participant5,GR-participant3,GR,GR,GR,True,WorldVowels
triplet_FR2019,1s_french/6986_sliced_214.wav,1s_french/13704_sliced_1682.wav,1s_french/16949_sliced_213.wav,M08_N,M08_N,F03_O,FR,FR,FR,True,zerospeech
TU_TRIP10153_0,TU226.wav,TU200.wav,TU114.wav,TU-participant1,TU-participant1,TU-participant4,TU,TU,TU,False,WorldVowels
triplet_EN1375,1s_english/19028_sliced_4577.wav,1s_english/9443_sliced_3260.wav,1s_english/11670_sliced_2060.wav,188,188,1571,EN,EN,EN,True,zerospeech
BR_TRIP14623_1,BR580.wav,BR494.wav,BR304.wav,BR-participant3,BR-participant3,BR-participant4,BR,BR,BR,True,WorldVowels
BR_TRIP9418_1,BR43.wav,BR75.wav,BR323.wav,BR-participant2,BR-participant2,BR-participant4,BR,BR,BR,True,WorldVowels
triplet_FR1294,1s_french/5525_sliced_1251.wav,1s_french/15711_sliced_733.wav,1s_french/279_sliced_1252.wav,M04_O,M04_O,M08_N,FR,FR,FR,False,zerospeech
GL_TRIP1705_1,GLO102.wav,GLO1.wav,GLO127.wav,S02M,S02M,S05M,GL,GL,GL,True,WorldVowels
triplet_EN500,1s_english/21308_sliced_4564.wav,1s_english/18867_sliced_3590.wav,1s_english/9120_sliced_3829.wav,188,188,8193,EN,EN,EN,False,zerospeech
FR_TRIP6896_0,FR714.wav,FR647.wav,FR1480.wav,FR-participant2,FR-participant2,FR-participant4,FR,FR,FR,False,WorldVowels
triplet_FR474,1s_french/3291_sliced_666.wav,1s_french/16251_sliced_665.wav,1s_french/1560_sliced_2347.wav,F02_N,F02_N,F01_N,FR,FR,FR,False,zerospeech
triplet_EN1116,1s_english/4771_sliced_2734.wav,1s_english/20351_sliced_2924.wav,1s_english/19937_sliced_2733.wav,2294,2294,188,EN,EN,EN,False,zerospeech
TU_TRIP9934_0,TU260.wav,TU249.wav,TU170.wav,TU-participant1,TU-participant1,TU-participant3,TU,TU,TU,False,WorldVowels
triplet_FR309,1s_french/13829_sliced_258.wav,1s_french/6398_sliced_481.wav,1s_french/8824_sliced_501.wav,F02_N,F02_N,M07_N,FR,FR,FR,True,zerospeech
triplet_EN1126,1s_english/17503_sliced_1638.wav,1s_english/8677_sliced_3871.wav,1s_english/9509_sliced_793.wav,188,188,4926,EN,EN,EN,False,zerospeech
triplet_FR89,1s_french/8083_sliced_2560.wav,1s_french/13312_sliced_2559.wav,1s_french/9450_sliced_2569.wav,F06_O,F06_O,M10_N,FR,FR,FR,True,zerospeech
triplet_FR844,1s_french/15452_sliced_889.wav,1s_french/4792_sliced_924.wav,1s_french/19835_sliced_58.wav,F02_O,F02_O,F02_N,FR,FR,FR,False,zerospeech
triplet_FR1069,1s_french/12261_sliced_1010.wav,1s_french/20032_sliced_913.wav,1s_french/6557_sliced_1009.wav,F06_O,F06_O,F01_N,FR,FR,FR,True,zerospeech
triplet_EN894,1s_english/1605_sliced_1917.wav,1s_english/23880_sliced_1930.wav,1s_english/23366_sliced_1918.wav,5802,5802,5189,EN,EN,EN,False,zerospeech
triplet_FR2217,1s_french/4581_sliced_1810.wav,1s_french/14179_sliced_2237.wav,1s_french/12499_sliced_1809.wav,F01_N,F01_N,M04_O,FR,FR,FR,True,zerospeech
GR_TRIP38022_1,GR602.wav,GR547.wav,GR658.wav,GR-participant1,GR-participant1,GR-participant5,GR,GR,GR,True,WorldVowels
ES_TRIP34177_1,ES271.wav,ES224.wav,ES307.wav,ES-participant1,ES-participant1,ES-participant5,ES,ES,ES,True,WorldVowels
GR_TRIP11042_0,GR230.wav,GR238.wav,GR751.wav,GR-participant2,GR-participant2,GR-participant5,GR,GR,GR,False,WorldVowels
triplet_FR2886,1s_french/18549_sliced_10002.wav,1s_french/8259_sliced_2111.wav,1s_french/18404_sliced_639.wav,F02_N,F02_N,F06_N,FR,FR,FR,False,zerospeech
GR_TRIP6021_1,GR203.wav,GR242.wav,GR20.wav,GR-participant2,GR-participant2,GR-participant6,GR,GR,GR,True,WorldVowels
FR_TRIP17641_0,FR2061.wav,FR1891.wav,FR3954.wav,FR-participant3,FR-participant3,FR-participant5,FR,FR,FR,False,WorldVowels
TU_TRIP5165_0,TU145.wav,TU182.wav,TU248.wav,TU-participant3,TU-participant3,TU-participant1,TU,TU,TU,False,WorldVowels
triplet_EN1413,1s_english/4754_sliced_2144.wav,1s_english/23189_sliced_634.wav,1s_english/4272_sliced_1596.wav,5189,5189,3347,EN,EN,EN,True,zerospeech
triplet_FR131,1s_french/7355_sliced_266.wav,1s_french/5540_sliced_241.wav,1s_french/4308_sliced_73.wav,M10_O,M10_O,F02_N,FR,FR,FR,True,zerospeech
triplet_FR2247,1s_french/6764_sliced_2794.wav,1s_french/6704_sliced_1040.wav,1s_french/11086_sliced_1927.wav,F01_N,F01_N,F10_O,FR,FR,FR,True,zerospeech
triplet_FR535,1s_french/16047_sliced_524.wav,1s_french/14010_sliced_731.wav,1s_french/4496_sliced_526.wav,M08_N,M08_N,M10_N,FR,FR,FR,True,zerospeech
BR_TRIP38679_1,BR431.wav,BR420.wav,BR521.wav,BR-participant4,BR-participant4,BR-participant3,BR,BR,BR,True,WorldVowels
BR_TRIP62841_1,BR715.wav,BR697.wav,BR526.wav,BR-participant1,BR-participant1,BR-participant3,BR,BR,BR,True,WorldVowels
triplet_EN293,1s_english/10610_sliced_1373.wav,1s_english/5920_sliced_674.wav,1s_english/19279_sliced_2045.wav,5189,5189,8824,EN,EN,EN,True,zerospeech
triplet_EN2114,1s_english/5760_sliced_979.wav,1s_english/8551_sliced_1445.wav,1s_english/3907_sliced_2749.wav,3851,3851,4926,EN,EN,EN,False,zerospeech
triplet_FR1622,1s_french/1167_sliced_222.wav,1s_french/13568_sliced_407.wav,1s_french/13825_sliced_1199.wav,M02_O,M02_O,F10_O,FR,FR,FR,False,zerospeech
TU_TRIP4432_1,TU152.wav,TU135.wav,TU233.wav,TU-participant3,TU-participant3,TU-participant1,TU,TU,TU,True,WorldVowels
BR_TRIP2928_1,BR72.wav,BR3.wav,BR729.wav,BR-participant2,BR-participant2,BR-participant1,BR,BR,BR,True,WorldVowels
GR_TRIP226_1,GR133.wav,GR204.wav,GR40.wav,GR-participant2,GR-participant2,GR-participant6,GR,GR,GR,True,WorldVowels
triplet_EN1912,1s_english/2688_sliced_2186.wav,1s_english/20476_sliced_2104.wav,1s_english/24067_sliced_2892.wav,8193,8193,6509,EN,EN,EN,False,zerospeech
triplet_FR33,1s_french/15719_sliced_1765.wav,1s_french/3875_sliced_1701.wav,1s_french/16750_sliced_1766.wav,F01_O,F01_O,F06_N,FR,FR,FR,True,zerospeech
triplet_EN789,1s_english/23101_sliced_3230.wav,1s_english/17094_sliced_3231.wav,1s_english/8800_sliced_3232.wav,3851,3851,5189,EN,EN,EN,True,zerospeech
triplet_EN916,1s_english/18389_sliced_963.wav,1s_english/8551_sliced_1445.wav,1s_english/7970_sliced_694.wav,3851,3851,5189,EN,EN,EN,False,zerospeech
triplet_FR1866,1s_french/8268_sliced_1351.wav,1s_french/1674_sliced_1335.wav,1s_french/11316_sliced_1267.wav,M08_N,M08_N,M10_N,FR,FR,FR,False,zerospeech
triplet_EN378,1s_english/6617_sliced_2376.wav,1s_english/20136_sliced_2758.wav,1s_english/15997_sliced_2378.wav,8193,8193,6509,EN,EN,EN,False,zerospeech
triplet_FR1065,1s_french/15184_sliced_471.wav,1s_french/2431_sliced_1011.wav,1s_french/116_sliced_337.wav,F01_O,F01_O,F02_N,FR,FR,FR,True,zerospeech
BR_TRIP58421_0,BR755.wav,BR732.wav,BR493.wav,BR-participant1,BR-participant1,BR-participant3,BR,BR,BR,False,WorldVowels
triplet_EN1873,1s_english/5920_sliced_674.wav,1s_english/10342_sliced_841.wav,1s_english/6665_sliced_2128.wav,5189,5189,274,EN,EN,EN,True,zerospeech
EN_TRIP1269_0,EN73.wav,EN193.wav,EN749.wav,EN-participant6,EN-participant6,EN-participant2,EN,EN,EN,False,WorldVowels
triplet_FR1902,1s_french/5230_sliced_211.wav,1s_french/3651_sliced_1611.wav,1s_french/9174_sliced_212.wav,F01_O,F01_O,F06_O,FR,FR,FR,False,zerospeech
BR_TRIP45848_0,BR230.wav,BR359.wav,BR943.wav,BR-participant4,BR-participant4,BR-participant5,BR,BR,BR,False,WorldVowels
triplet_FR1781,1s_french/6236_sliced_202.wav,1s_french/2760_sliced_1518.wav,1s_french/1656_sliced_204.wav,F01_O,F01_O,M01_O,FR,FR,FR,True,zerospeech
triplet_FR337,1s_french/17293_sliced_542.wav,1s_french/11712_sliced_543.wav,1s_french/20696_sliced_486.wav,M10_O,M10_O,M10_N,FR,FR,FR,True,zerospeech
triplet_FR1198,1s_french/4040_sliced_2685.wav,1s_french/8552_sliced_2686.wav,1s_french/11874_sliced_1543.wav,F01_N,F01_N,F06_N,FR,FR,FR,False,zerospeech
triplet_EN1942,1s_english/8178_sliced_4225.wav,1s_english/19039_sliced_10242.wav,1s_english/8894_sliced_4226.wav,3851,3851,5189,EN,EN,EN,False,zerospeech
triplet_EN657,1s_english/14558_sliced_4999.wav,1s_english/20124_sliced_1932.wav,1s_english/11310_sliced_179.wav,3851,3851,6509,EN,EN,EN,True,zerospeech
GR_TRIP39447_0,GR544.wav,GR569.wav,GR25.wav,GR-participant1,GR-participant1,GR-participant6,GR,GR,GR,False,WorldVowels
triplet_67_B,ewan_50.wav,ewan_76.wav,amelia_consonants_2.wav,ewan,ewan,amelia,EN,EN,EN,False,pilot-aug-2018
triplet_FR746,1s_french/683_sliced_670.wav,1s_french/20631_sliced_825.wav,1s_french/5636_sliced_669.wav,F06_N,F06_N,F01_O,FR,FR,FR,False,zerospeech
triplet_EN1251,1s_english/16707_sliced_4209.wav,1s_english/2907_sliced_2086.wav,1s_english/6585_sliced_2002.wav,5189,5189,3347,EN,EN,EN,True,zerospeech
BR_TRIP59494_1,BR692.wav,BR672.wav,BR153.wav,BR-participant1,BR-participant1,BR-participant2,BR,BR,BR,True,WorldVowels
triplet_FR288,1s_french/19122_sliced_1542.wav,1s_french/2935_sliced_386.wav,1s_french/13216_sliced_315.wav,F02_O,F02_O,F06_N,FR,FR,FR,False,zerospeech
triplet_EN714,1s_english/23480_sliced_1980.wav,1s_english/2907_sliced_2086.wav,1s_english/12648_sliced_2078.wav,5189,5189,1571,EN,EN,EN,False,zerospeech
triplet_EN1022,1s_english/4919_sliced_3699.wav,1s_english/8745_sliced_3556.wav,1s_english/9020_sliced_3701.wav,8193,8193,6509,EN,EN,EN,False,zerospeech
EN_TRIP31897_1,EN1219.wav,EN1417.wav,EN10.wav,EN-participant3,EN-participant3,EN-participant6,EN,EN,EN,True,WorldVowels
FR_TRIP55329_0,FR542.wav,FR369.wav,FR3214.wav,FR-participant6,FR-participant6,FR-participant7,FR,FR,FR,False,WorldVowels
ES_TRIP13986_1,ES296.wav,ES319.wav,ES164.wav,ES-participant5,ES-participant5,ES-participant3,ES,ES,ES,True,WorldVowels
triplet_EN1493,1s_english/4620_sliced_3272.wav,1s_english/7915_sliced_3440.wav,1s_english/22474_sliced_3960.wav,4926,4926,8193,EN,EN,EN,True,zerospeech
triplet_EN382,1s_english/2627_sliced_3491.wav,1s_english/5249_sliced_2833.wav,1s_english/13617_sliced_3827.wav,8193,8193,3347,EN,EN,EN,False,zerospeech
triplet_EN109,1s_english/10423_sliced_786.wav,1s_english/7393_sliced_635.wav,1s_english/22719_sliced_787.wav,3347,3347,6509,EN,EN,EN,True,zerospeech
triplet_FR2604,1s_french/16822_sliced_406.wav,1s_french/11368_sliced_497.wav,1s_french/12097_sliced_9025.wav,F02_N,F02_N,M08_N,FR,FR,FR,False,zerospeech
triplet_FR2674,1s_french/20730_sliced_44.wav,1s_french/9067_sliced_1231.wav,1s_french/13125_sliced_9031.wav,F02_N,F02_N,F06_N,FR,FR,FR,False,zerospeech
triplet_EN189,1s_english/706_sliced_927.wav,1s_english/11804_sliced_1639.wav,1s_english/4770_sliced_2285.wav,8193,8193,3851,EN,EN,EN,True,zerospeech
triplet_FR2042,1s_french/16368_sliced_1196.wav,1s_french/8931_sliced_1606.wav,1s_french/14154_sliced_887.wav,M08_N,M08_N,F02_N,FR,FR,FR,False,zerospeech
triplet_FR848,1s_french/5344_sliced_928.wav,1s_french/14713_sliced_927.wav,1s_french/1889_sliced_1767.wav,F06_N,F06_N,F01_O,FR,FR,FR,False,zerospeech
triplet_FR2261,1s_french/8062_sliced_5.wav,1s_french/9711_sliced_24.wav,1s_french/15589_sliced_7.wav,F02_N,F02_N,M01_O,FR,FR,FR,True,zerospeech
triplet_EN1184,1s_english/23611_sliced_1976.wav,1s_english/25432_sliced_2042.wav,1s_english/21180_sliced_2043.wav,8193,8193,6509,EN,EN,EN,False,zerospeech
GR_TRIP27669_1,GR597.wav,GR622.wav,GR280.wav,GR-participant1,GR-participant1,GR-participant4,GR,GR,GR,True,WorldVowels
triplet_FR2930,1s_french/2554_sliced_595.wav,1s_french/6200_sliced_596.wav,1s_french/486_sliced_597.wav,F01_O,F01_O,F06_O,FR,FR,FR,False,zerospeech
EN_TRIP38414_1,EN1587.wav,EN1665.wav,EN2003.wav,EN-participant1,EN-participant1,EN-participant7,EN,EN,EN,True,WorldVowels
triplet_FR1975,1s_french/17438_sliced_329.wav,1s_french/13216_sliced_315.wav,1s_french/16853_sliced_467.wav,F06_N,F06_N,M07_O,FR,FR,FR,True,zerospeech
triplet_FR1134,1s_french/364_sliced_1103.wav,1s_french/7401_sliced_2367.wav,1s_french/4308_sliced_73.wav,F02_O,F02_O,F02_N,FR,FR,FR,False,zerospeech
triplet_EN371,1s_english/465_sliced_1080.wav,1s_english/8021_sliced_1598.wav,1s_english/10423_sliced_786.wav,5802,5802,3347,EN,EN,EN,True,zerospeech
triplet_FR603,1s_french/676_sliced_769.wav,1s_french/7865_sliced_575.wav,1s_french/16563_sliced_41.wav,F06_N,F06_N,M10_N,FR,FR,FR,True,zerospeech
triplet_FR290,1s_french/14532_sliced_374.wav,1s_french/18938_sliced_462.wav,1s_french/6901_sliced_2328.wav,M04_O,M04_O,F02_N,FR,FR,FR,False,zerospeech
TU_TRIP11024_1,TU203.wav,TU236.wav,TU100.wav,TU-participant1,TU-participant1,TU-participant4,TU,TU,TU,True,WorldVowels
triplet_FR2767,1s_french/18700_sliced_3023.wav,1s_french/11303_sliced_3022.wav,1s_french/11014_sliced_9046.wav,F02_O,F02_O,F01_N,FR,FR,FR,True,zerospeech
GR_TRIP62861_0,GR308.wav,GR262.wav,GR480.wav,GR-participant4,GR-participant4,GR-participant3,GR,GR,GR,False,WorldVowels
triplet_EN1168,1s_english/9622_sliced_2481.wav,1s_english/25675_sliced_2010.wav,1s_english/17563_sliced_1238.wav,3851,3851,5802,EN,EN,EN,False,zerospeech
ES_TRIP4175_0,ES46.wav,ES43.wav,ES283.wav,ES-participant2,ES-participant2,ES-participant1,ES,ES,ES,False,WorldVowels
triplet_EN858,1s_english/23393_sliced_3288.wav,1s_english/18255_sliced_4058.wav,1s_english/17012_sliced_2458.wav,5802,5802,3347,EN,EN,EN,False,zerospeech
EN_TRIP12320_0,EN2375.wav,EN2530.wav,EN1023.wav,EN-participant5,EN-participant5,EN-participant4,EN,EN,EN,False,WorldVowels
GR_TRIP26405_0,GR445.wav,GR514.wav,GR768.wav,GR-participant3,GR-participant3,GR-participant5,GR,GR,GR,False,WorldVowels
BR_TRIP36051_1,BR366.wav,BR370.wav,BR443.wav,BR-participant4,BR-participant4,BR-participant3,BR,BR,BR,True,WorldVowels
TU_TRIP496_1,TU76.wav,TU90.wav,TU232.wav,TU-participant4,TU-participant4,TU-participant1,TU,TU,TU,True,WorldVowels
triplet_EN1095,1s_english/24281_sliced_1894.wav,1s_english/20007_sliced_1702.wav,1s_english/6476_sliced_293.wav,3851,3851,6509,EN,EN,EN,True,zerospeech
triplet_FR819,1s_french/11738_sliced_955.wav,1s_french/20365_sliced_92.wav,1s_french/8372_sliced_55.wav,F03_O,F03_O,F06_N,FR,FR,FR,True,zerospeech
BR_TRIP59589_0,BR692.wav,BR788.wav,BR880.wav,BR-participant1,BR-participant1,BR-participant5,BR,BR,BR,False,WorldVowels
triplet_FR1705,1s_french/13216_sliced_315.wav,1s_french/8086_sliced_1478.wav,1s_french/14147_sliced_316.wav,F06_N,F06_N,M04_O,FR,FR,FR,True,zerospeech
EN_TRIP12160_0,EN2527.wav,EN2307.wav,EN959.wav,EN-participant5,EN-participant5,EN-participant4,EN,EN,EN,False,WorldVowels
triplet_EN1444,1s_english/19013_sliced_1837.wav,1s_english/24552_sliced_4516.wav,1s_english/3903_sliced_1219.wav,3347,3347,1571,EN,EN,EN,False,zerospeech
triplet_EN69,1s_english/8094_sliced_1937.wav,1s_english/20760_sliced_210.wav,1s_english/14494_sliced_114.wav,5802,5802,3347,EN,EN,EN,True,zerospeech
triplet_EN1379,1s_english/20987_sliced_2766.wav,1s_english/7932_sliced_2785.wav,1s_english/13191_sliced_2768.wav,8824,8824,5189,EN,EN,EN,True,zerospeech
triplet_76_A,ewan_82.wav,ewan_76.wav,amelia_consonants_34.wav,ewan,ewan,amelia,EN,EN,EN,True,pilot-aug-2018
EN_TRIP3200_1,EN47.wav,EN207.wav,EN1866.wav,EN-participant6,EN-participant6,EN-participant1,EN,EN,EN,True,WorldVowels
ES_TRIP5894_1,ES62.wav,ES16.wav,ES263.wav,ES-participant2,ES-participant2,ES-participant1,ES,ES,ES,True,WorldVowels
triplet_EN1983,1s_english/2158_sliced_3306.wav,1s_english/4313_sliced_10278.wav,1s_english/5956_sliced_4327.wav,6509,6509,3851,EN,EN,EN,True,zerospeech
triplet_EN178,1s_english/8809_sliced_2221.wav,1s_english/10730_sliced_2110.wav,1s_english/11000_sliced_2222.wav,5189,5189,8193,EN,EN,EN,False,zerospeech
BR_TRIP11858_0,BR478.wav,BR521.wav,BR790.wav,BR-participant3,BR-participant3,BR-participant1,BR,BR,BR,False,WorldVowels
GR_TRIP79817_0,GR673.wav,GR692.wav,GR592.wav,GR-participant5,GR-participant5,GR-participant1,GR,GR,GR,False,WorldVowels
EN_TRIP2681_1,EN46.wav,EN135.wav,EN1176.wav,EN-participant6,EN-participant6,EN-participant3,EN,EN,EN,True,WorldVowels
EN_TRIP12562_0,EN2316.wav,EN2436.wav,EN1654.wav,EN-participant5,EN-participant5,EN-participant1,EN,EN,EN,False,WorldVowels
EN_TRIP24202_1,EN610.wav,EN495.wav,EN2157.wav,EN-participant2,EN-participant2,EN-participant7,EN,EN,EN,True,WorldVowels
FR_TRIP82361_0,FR3842.wav,FR3433.wav,FR4425.wav,FR-participant5,FR-participant5,FR-participant8,FR,FR,FR,False,WorldVowels
triplet_EN320,1s_english/8873_sliced_581.wav,1s_english/8254_sliced_1100.wav,1s_english/3393_sliced_2588.wav,5802,5802,5189,EN,EN,EN,False,zerospeech
triplet_17,maureen_fr_4.wav,veronique_eng_204.wav,remi_fr_4.wav,remi,veronique,remi,FR,EN,FR,False,cogsci-2019
ES_TRIP28920_0,ES192.wav,ES165.wav,ES312.wav,ES-participant3,ES-participant3,ES-participant5,ES,ES,ES,False,WorldVowels
triplet_EN1688,1s_english/16707_sliced_4209.wav,1s_english/8235_sliced_5331.wav,1s_english/70_sliced_2003.wav,5189,5189,6509,EN,EN,EN,False,zerospeech
FR_TRIP17398_0,FR1834.wav,FR2219.wav,FR3968.wav,FR-participant3,FR-participant3,FR-participant5,FR,FR,FR,False,WorldVowels
triplet_00000089519,TRAIN/DR1/FKFB0/SA2_sliced_60.wav,TRAIN/DR1/FKFB0/SX438_sliced_228.wav,TRAIN/DR2/MRAB0/SA2_sliced_396.wav,FKFB0,FKFB0,MRAB0,EN_DR1,EN_DR1,EN_DR2,False,pilot-july-2018
